id,idLegislatura,titulo,uri
54242,56,Frente Parlamentar em Defesa da Mulher Advogada FPDMA,https://dadosabertos.camara.leg.br/api/v2/frentes/54242
54241,56,Frente Parlamentar em Defesa das Cirurgias Eletivas,https://dadosabertos.camara.leg.br/api/v2/frentes/54241
54240,56,Frente Parlamentar em Apoio a Adoção no Brasil do Ciclo Completo de Polícia,https://dadosabertos.camara.leg.br/api/v2/frentes/54240
54239,56,Frente Parlamentar em Apoio ao Bambu - Frente do Bambu,https://dadosabertos.camara.leg.br/api/v2/frentes/54239
54237,56,Frente Parlamentar Mista em Defesa das Centrais Geradoras Hidrelétricas (CGHS) e das Pequenas Centrais Hidrelétricas (PCHS),https://dadosabertos.camara.leg.br/api/v2/frentes/54237
54238,56,Frente Parlamentar Mista da Inteligência Artificial,https://dadosabertos.camara.leg.br/api/v2/frentes/54238
54234,56,Frente Parlamentar em Defesa dos Pequenos e Médios Municípios,https://dadosabertos.camara.leg.br/api/v2/frentes/54234
54225,56,Frente Parlamentar Mista em Defesa da Reforma Urbana e dos Movimentos de Luta por Moradia,https://dadosabertos.camara.leg.br/api/v2/frentes/54225
54235,56,Frente Parlamentar Mista para o Desenvolvimento Regional Sustentável,https://dadosabertos.camara.leg.br/api/v2/frentes/54235
54233,56,Frente Parlamentar Mista para o Programa Espacial Brasileiro - FPMPEB,https://dadosabertos.camara.leg.br/api/v2/frentes/54233
54232,56,Frente Parlamentar Mista da Reforma Administrativa,https://dadosabertos.camara.leg.br/api/v2/frentes/54232
54230,56,"Frente Parlamentar Mista em Defesa da Lavoura Caucaeira, da CEPLAC e do Cacau Cabruca",https://dadosabertos.camara.leg.br/api/v2/frentes/54230
54229,56,Frente Parlamentar Mista em Defesa dos Povos e Comunidades Tradicionais com Participação Popular,https://dadosabertos.camara.leg.br/api/v2/frentes/54229
54224,56,Frente Parlamentar Mista em Defesa da Prisão em Segunda Instância,https://dadosabertos.camara.leg.br/api/v2/frentes/54224
54227,56,Frente Parlamentar Mista em Defesa da Democracia e dos Direitos Humanos com Participação Popular,https://dadosabertos.camara.leg.br/api/v2/frentes/54227
54223,56,Frente Parlamentar em defesa dos Oficiais de Justiça,https://dadosabertos.camara.leg.br/api/v2/frentes/54223
54222,56,Frente Parlamentar Mista em Defesa da Eletronorte,https://dadosabertos.camara.leg.br/api/v2/frentes/54222
54220,56,"Frente Parlamentar Mista em Defesa da FINEP, do Desenvolvimento da Ciência, da Pesquisa e da Inovação",https://dadosabertos.camara.leg.br/api/v2/frentes/54220
54221,56,Frente Parlamentar Mista dos Aplicativos de Transporte,https://dadosabertos.camara.leg.br/api/v2/frentes/54221
54216,56,Frente Parlamentar Mista Prosul,https://dadosabertos.camara.leg.br/api/v2/frentes/54216
54217,56,Frente Parlamentar do Programa Nacional de Imunizações,https://dadosabertos.camara.leg.br/api/v2/frentes/54217
54196,56,Frente Parlamentar Mista pelo Pacto Nacional contra as Fake News (divulgação de notícias falsas),https://dadosabertos.camara.leg.br/api/v2/frentes/54196
54214,56,Frente Parlamentar Mista em Defesa da Vida dos Agentes de Segurança Pública,https://dadosabertos.camara.leg.br/api/v2/frentes/54214
54215,56,Frente Parlamentar em Defesa dos Municípios em Risco de Extinção,https://dadosabertos.camara.leg.br/api/v2/frentes/54215
54213,56,Frente Parlamentar pela Defesa e Valorização dos Profissionais da Segurança Pública e da Segurança Privada,https://dadosabertos.camara.leg.br/api/v2/frentes/54213
54212,56,Frente Parlamentar em Defesa da Radiodifusão,https://dadosabertos.camara.leg.br/api/v2/frentes/54212
54194,56,Frente Parlamentar Mista em Defesa da Prevenção de Queimaduras e Atenção Global ao Paciente Queimado,https://dadosabertos.camara.leg.br/api/v2/frentes/54194
54207,56,Frente Parlamentar Mista de Assistência Técnica e Extensão Rural (Frente de ATER),https://dadosabertos.camara.leg.br/api/v2/frentes/54207
54208,56,Frente Parlamentar do Terceiro Setor e Filantropia,https://dadosabertos.camara.leg.br/api/v2/frentes/54208
54210,56,Frente Parlamentar em Defesa dos Conselheiros Tutelares,https://dadosabertos.camara.leg.br/api/v2/frentes/54210
54211,56,Frente Parlamentar em prol dos Jogos Eletrônicos e Games,https://dadosabertos.camara.leg.br/api/v2/frentes/54211
54199,56,Frente Parlamentar Mista do Serviço Público,https://dadosabertos.camara.leg.br/api/v2/frentes/54199
54206,56,Frente Parlamentar em prol da Iniciação Científica - FPIC,https://dadosabertos.camara.leg.br/api/v2/frentes/54206
54200,56,Frente Parlamentar Mista em Defesa da Produção Cultural e Entretenimento,https://dadosabertos.camara.leg.br/api/v2/frentes/54200
54195,56,Frente Parlamentar Mista em Defesa dos Criadores de Animais de Estimação,https://dadosabertos.camara.leg.br/api/v2/frentes/54195
54201,56,"Frente Parlamentar das Hortaliças, Flores e Frutas",https://dadosabertos.camara.leg.br/api/v2/frentes/54201
54202,56,Frente Parlamentar Fiscais da Nação,https://dadosabertos.camara.leg.br/api/v2/frentes/54202
54203,56,Frente Parlamentar pela Valorização do Setor Sucroenergético,https://dadosabertos.camara.leg.br/api/v2/frentes/54203
54204,56,Frente Parlamentar dos Asilos e Orfanatos,https://dadosabertos.camara.leg.br/api/v2/frentes/54204
54197,56,Frente Parlamentar Mista em Defesa da Casa da Moeda,https://dadosabertos.camara.leg.br/api/v2/frentes/54197
54186,56,Frente Parlamentar Mista de Promoção e Defesa dos Direitos da Criança e Adolescente,https://dadosabertos.camara.leg.br/api/v2/frentes/54186
54187,56,Frente Parlamentar em Defesa dos Povos Tradicionais de Matriz Africana,https://dadosabertos.camara.leg.br/api/v2/frentes/54187
54188,56,Frente Parlamentar em Defesa da Educação no Trânsito e Formação dos Condutores,https://dadosabertos.camara.leg.br/api/v2/frentes/54188
54189,56,Frente Parlamentar em Defesa da Sustentabilidade dos Regimes Próprios de Previdência Social e da Competitividade do Mercado de Capitais,https://dadosabertos.camara.leg.br/api/v2/frentes/54189
54190,56,Frente Parlamentar Mista pela Contagem Pública dos Votos (escrutínio público do voto),https://dadosabertos.camara.leg.br/api/v2/frentes/54190
54184,56,Frente Parlamentar Mista em Defesa da Advocacia Pública,https://dadosabertos.camara.leg.br/api/v2/frentes/54184
54198,56,Frente Parlamentar em Defesa do Sistema de Modelagem da Informação da Construção - BIM,https://dadosabertos.camara.leg.br/api/v2/frentes/54198
54192,56,Frente Parlamentar pela Causa da Psoríase e Artrite Psoriásica,https://dadosabertos.camara.leg.br/api/v2/frentes/54192
54193,56,Frente Parlamentar Mista para o Desenvolvimento da Indústria Elétrica e Eletrônica,https://dadosabertos.camara.leg.br/api/v2/frentes/54193
54178,56,Frente Parlamentar Mista em Defesa dos Serviços de Ambulância,https://dadosabertos.camara.leg.br/api/v2/frentes/54178
54185,56,Frente Parlamentar BRASIL-EUA,https://dadosabertos.camara.leg.br/api/v2/frentes/54185
54179,56,Frente Parlamentar em Defesa do Setor de Serviços,https://dadosabertos.camara.leg.br/api/v2/frentes/54179
54183,56,Frente Parlamentar Mista em Defesa do Setor Coureiro-Calçadista,https://dadosabertos.camara.leg.br/api/v2/frentes/54183
54180,56,Frente Parlamentar Mista em Defesa do Cinema e do Audiovisual Brasileiros,https://dadosabertos.camara.leg.br/api/v2/frentes/54180
54177,56,Frente Parlamentar de Proteção e Defesa Civil,https://dadosabertos.camara.leg.br/api/v2/frentes/54177
54176,56,Frente Parlamentar Mista Internacional Humanitária pela Paz Mundial (FREMHPAZ),https://dadosabertos.camara.leg.br/api/v2/frentes/54176
54181,56,Frente Parlamentar da Baixada Fluminense do Rio de Janeiro,https://dadosabertos.camara.leg.br/api/v2/frentes/54181
54182,56,Frente Parlamentar em Defesa das Pessoas Desaparecidas,https://dadosabertos.camara.leg.br/api/v2/frentes/54182
54170,56,Frente Parlamentar em Defesa da Região dos Lagos no Rio de Janeiro,https://dadosabertos.camara.leg.br/api/v2/frentes/54170
54175,56,Frente Parlamentar Mista dos Aeronautas (FPAer),https://dadosabertos.camara.leg.br/api/v2/frentes/54175
54173,56,Frente Parlamentar em Defesa dos Trabalhadores em Transporte Público,https://dadosabertos.camara.leg.br/api/v2/frentes/54173
54174,56,Frente Parlamentar Mista pelo Fortalecimento das Câmaras Municipais e Vereadores,https://dadosabertos.camara.leg.br/api/v2/frentes/54174
54172,56,Frente Parlamentar Mista em Defesa da Disposição Final de Resíduos Sólidos,https://dadosabertos.camara.leg.br/api/v2/frentes/54172
54168,56,Frente Parlamentar de Enfrentamento às Drogas,https://dadosabertos.camara.leg.br/api/v2/frentes/54168
54169,56,Frente Parlamentar Mista em Apoio ao Carvão Mineral,https://dadosabertos.camara.leg.br/api/v2/frentes/54169
54171,56,Frente Parlamentar Mista Para a Criação de Estímulos Econômicos Para a Preservação Ambiental,https://dadosabertos.camara.leg.br/api/v2/frentes/54171
54166,56,Frente Parlamentar Mista em Defesa do Desenvolvimento Econômico-Social da Região Sul do Brasil,https://dadosabertos.camara.leg.br/api/v2/frentes/54166
54167,56,Frente Parlamentar Mista em Defesa da Soberania Nacional,https://dadosabertos.camara.leg.br/api/v2/frentes/54167
54163,56,Frente Parlamentar Mista de Prevenção ao Suicídio e Valorização da Vida,https://dadosabertos.camara.leg.br/api/v2/frentes/54163
