email,id,idLegislatura,nome,siglaPartido,siglaUf,uri,uriPartido,urlFoto
dep.alexandreleite@camara.leg.br,160545,57,Alexandre Leite,UNIÃO,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/160545.jpg
dep.alexandrelindenmeyer@camara.leg.br,220554,57,Alexandre Lindenmeyer,PT,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220554,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220554.jpg
dep.alfredinho@camara.leg.br,221148,57,Alfredinho,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/221148,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/221148.jpg
dep.alfredogaspar@camara.leg.br,220576,57,Alfredo Gaspar,PL,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220576,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220576.jpg
dep.aliceportugal@camara.leg.br,74057,57,Alice Portugal,PCdoB,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74057,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg
dep.alielmachado@camara.leg.br,178927,57,Aliel Machado,PV,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/178927,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,https://www.camara.leg.br/internet/deputado/bandep/178927.jpg
dep.alinegurgel@camara.leg.br,204353,57,Aline Gurgel,UNIÃO,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/204353,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/204353.jpg
dep.altineucortes@camara.leg.br,178937,57,Altineu Côrtes,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/178937,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg
dep.aluisiomendes@camara.leg.br,178881,57,Aluisio Mendes,REPUBLICANOS,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/178881,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg
dep.amandagentil@camara.leg.br,220707,57,Amanda Gentil,PP,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/220707,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220707.jpg
dep.amaroneto@camara.leg.br,204356,57,Amaro Neto,PP,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/204356,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204356.jpg
dep.amommandel@camara.leg.br,220715,57,Amom Mandel,REPUBLICANOS,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/220715,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220715.jpg
dep.anapaulaleao@camara.leg.br,107970,57,Ana Paula Leão,PP,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/107970,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/107970.jpg
dep.anapaulalima@camara.leg.br,220556,57,Ana Paula Lima,PT,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/220556,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220556.jpg
dep.anapimentel@camara.leg.br,220632,57,Ana Pimentel,PT,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220632,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220632.jpg
dep.andreabdon@camara.leg.br,178831,57,André Abdon,PP,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/178831,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/178831.jpg
dep.andrefernandes@camara.leg.br,220657,57,André Fernandes,PL,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220657,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220657.jpg
dep.andreferreira@camara.leg.br,204423,57,André Ferreira,PL,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/204423,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204423.jpg
dep.andrefigueiredo@camara.leg.br,133439,57,André Figueiredo,PDT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/133439,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,https://www.camara.leg.br/internet/deputado/bandep/133439.jpg
dep.andrefufuca@camara.leg.br,178882,57,André Fufuca,PP,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/178882,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/178882.jpg
dep.andrejanones@camara.leg.br,204515,57,André Janones,REDE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204515,https://dadosabertos.camara.leg.br/api/v2/partidos/36886,https://www.camara.leg.br/internet/deputado/bandep/204515.jpg
dep.andreiasiqueira@camara.leg.br,220676,57,Andreia Siqueira,PSB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220676,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/220676.jpg
dep.antonialucia@camara.leg.br,123756,57,Antônia Lúcia,MDB,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/123756,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/123756.jpg
dep.antonioandrade@camara.leg.br,220544,57,Antonio Andrade,PSDB,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/220544,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/220544.jpg
dep.antoniobrito@camara.leg.br,160553,57,Antonio Brito,PSD,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/160553,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/160553.jpg
dep.antoniocarlosrodrigues@camara.leg.br,220638,57,Antonio Carlos Rodrigues,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220638,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220638.jpg
dep.antoniodoido@camara.leg.br,220675,57,Antônio Doido,MDB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220675,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220675.jpg
dep.anyortiz@camara.leg.br,220549,57,Any Ortiz,PP,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220549,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220549.jpg
dep.arlindochinaglia@camara.leg.br,73433,57,Arlindo Chinaglia,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/73433,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/73433.jpg
dep.arnaldojardim@camara.leg.br,141391,57,Arnaldo Jardim,CIDADANIA,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/141391,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg
dep.arthurlira@camara.leg.br,160541,57,Arthur Lira,PP,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/160541,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/160541.jpg
dep.arthuroliveiramaia@camara.leg.br,160600,57,Arthur Oliveira Maia,UNIÃO,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/160600,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/160600.jpg
dep.atilalins@camara.leg.br,74090,57,Átila Lins,PSD,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/74090,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/74090.jpg
dep.atilamlira@camara.leg.br,123086,57,Átila Lira,PP,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/123086,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/123086.jpg
dep.augustocoutinho@camara.leg.br,160665,57,Augusto Coutinho,REPUBLICANOS,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/160665,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/160665.jpg
dep.aureoribeiro@camara.leg.br,160512,57,Aureo Ribeiro,SOLIDARIEDADE,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/160512,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/160512.jpg
dep.bacelar@camara.leg.br,69871,57,Bacelar,PV,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/69871,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,https://www.camara.leg.br/internet/deputado/bandep/69871.jpg
dep.baleiarossi@camara.leg.br,178975,57,Baleia Rossi,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/178975,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/178975.jpg
dep.bandeirademello@camara.leg.br,220605,57,Bandeira de Mello,PV,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220605,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,https://www.camara.leg.br/internet/deputado/bandep/220605.jpg
dep.bebeto@camara.leg.br,220612,57,Bebeto,PP,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220612,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220612.jpg
dep.beneditadasilva@camara.leg.br,73701,57,Benedita da Silva,PT,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/73701,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg
dep.benesleocadio@camara.leg.br,109429,57,Benes Leocádio,UNIÃO,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/109429,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/109429.jpg
dep.betopereira@camara.leg.br,204358,57,Beto Pereira,REPUBLICANOS,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/204358,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204358.jpg
dep.betopreto@camara.leg.br,220698,57,Beto Preto,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220698,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220698.jpg
dep.betoricha@camara.leg.br,220683,57,Beto Richa,PSDB,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220683,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/220683.jpg
dep.biakicis@camara.leg.br,204374,57,Bia Kicis,PL,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/204374,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204374.jpg
dep.bibonunes@camara.leg.br,204388,57,Bibo Nunes,PL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204388,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204388.jpg
dep.bohngass@camara.leg.br,160538,57,Bohn Gass,PT,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/160538,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/160538.jpg
dep.brunofarias@camara.leg.br,210989,57,Bruno Farias,REPUBLICANOS,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/210989,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/210989.jpg
dep.brunoganem@camara.leg.br,220635,57,Bruno Ganem,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220635,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220635.jpg
dep.cabogilbertosilva@camara.leg.br,220574,57,Cabo Gilberto Silva,PL,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220574,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220574.jpg
dep.camilajara@camara.leg.br,220548,57,Camila Jara,PT,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/220548,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220548.jpg
dep.capitaoalbertoneto@camara.leg.br,204572,57,Capitão Alberto Neto,PL,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204572.jpg
dep.capitaoalden@camara.leg.br,220690,57,Capitão Alden,PL,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220690,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220690.jpg
dep.capitaoaugusto@camara.leg.br,178829,57,Capitão Augusto,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/178829,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/178829.jpg
dep.carladickson@camara.leg.br,213762,57,Carla Dickson,PL,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/213762,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/213762.jpg
dep.carloschiodini@camara.leg.br,204361,57,Carlos Chiodini,MDB,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204361,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg
dep.carlosgomes@camara.leg.br,178962,57,Carlos Gomes,REPUBLICANOS,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/178962,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/178962.jpg
dep.carloshenriquegaguim@camara.leg.br,178993,57,Carlos Henrique Gaguim,UNIÃO,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/178993,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg
dep.carlosjordy@camara.leg.br,204460,57,Carlos Jordy,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204460,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204460.jpg
dep.carlossampaio@camara.leg.br,74262,57,Carlos Sampaio,PSD,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/74262,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/74262.jpg
dep.carlosveras@camara.leg.br,204426,57,Carlos Veras,PT,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/204426,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/204426.jpg
dep.carloszarattini@camara.leg.br,141398,57,Carlos Zarattini,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/141398,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/141398.jpg
dep.caroldartora@camara.leg.br,220704,57,Carol Dartora,PT,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220704,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220704.jpg
dep.carolinedetoni@camara.leg.br,204369,57,Caroline de Toni,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204369,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204369.jpg
dep.castroneto@camara.leg.br,220699,57,Castro Neto,MDB,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/220699,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220699.jpg
dep.celiaxakriaba@camara.leg.br,206018,57,Célia Xakriabá,PSOL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/206018,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/206018.jpg
dep.celiosilveira@camara.leg.br,178876,57,Célio Silveira,MDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/178876,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/178876.jpg
dep.celiostudart@camara.leg.br,204488,57,Célio Studart,PSD,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204488,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/204488.jpg
dep.celsorussomanno@camara.leg.br,73441,57,Celso Russomanno,REPUBLICANOS,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/73441,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/73441.jpg
dep.celsosabino@camara.leg.br,204496,57,Celso Sabino,PDT,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/204496,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,https://www.camara.leg.br/internet/deputado/bandep/204496.jpg
dep.cezinhademadureira@camara.leg.br,204504,57,Cezinha de Madureira,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204504,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204504.jpg
dep.charlesfernandes@camara.leg.br,205476,57,Charles Fernandes,PSD,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/205476,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/205476.jpg
dep.chicoalencar@camara.leg.br,74171,57,Chico Alencar,PSOL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/74171,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/74171.jpg
dep.christonietto@camara.leg.br,204462,57,Chris Tonietto,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204462,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204462.jpg
dep.clarissatercio@camara.leg.br,220665,57,Clarissa Tércio,PP,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220665,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220665.jpg
dep.claudiocajado@camara.leg.br,74537,57,Claudio Cajado,PP,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74537,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/74537.jpg
dep.cleberverde@camara.leg.br,141408,57,Cleber Verde,MDB,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/141408,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/141408.jpg
dep.clodoaldomagalhaes@camara.leg.br,88256,57,Clodoaldo Magalhães,PV,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/88256,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,https://www.camara.leg.br/internet/deputado/bandep/88256.jpg
dep.cobalchini@camara.leg.br,98148,57,Cobalchini,MDB,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/98148,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/98148.jpg
dep.coronelassis@camara.leg.br,220594,57,Coronel Assis,PL,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/220594,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220594.jpg
dep.coronelchrisostomo@camara.leg.br,204378,57,Coronel Chrisóstomo,PL,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/204378,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg
dep.coronelfernanda@camara.leg.br,220595,57,Coronel Fernanda,PL,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/220595,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220595.jpg
dep.coronelmeira@camara.leg.br,220666,57,Coronel Meira,PL,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220666,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220666.jpg
dep.coronelulysses@camara.leg.br,220590,57,Coronel Ulysses,UNIÃO,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220590,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220590.jpg
dep.cristianelopes@camara.leg.br,220608,57,Cristiane Lopes,PODE,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/220608,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220608.jpg
dep.davitoria@camara.leg.br,204355,57,Da Vitoria,PP,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/204355,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204355.jpg
dep.dagobertonogueira@camara.leg.br,141411,57,Dagoberto Nogueira,PP,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/141411,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/141411.jpg
dep.daianasantos@camara.leg.br,220555,57,Daiana Santos,PCdoB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220555,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/220555.jpg
dep.dalbarreto@camara.leg.br,220692,57,Dal Barreto,UNIÃO,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220692,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220692.jpg
