id_evento,email,id,idLegislatura,nome,siglaPartido,siglaUf,uri,uriPartido,urlFoto,tipo_evento,dataHoraInicio
75930,dep.ledaborges@camara.leg.br,220566,57,Lêda Borges,PSDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220566,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220566.jpg,Sessão Deliberativa,2025-04-10T10:27:00.000Z
75930,null,220577,57,Augusto Puppio,MDB,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/220577,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220577.jpg,Sessão Deliberativa,2025-04-10T10:27:00.000Z
75930,null,220600,57,Lebrão,União,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/220600,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220600.jpg,Sessão Deliberativa,2025-04-10T10:27:00.000Z
75930,dep.rodrigogambale@camara.leg.br,220641,57,Rodrigo Gambale,Podemos,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220641,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220641.jpg,Sessão Deliberativa,2025-04-10T10:27:00.000Z
75930,dep.mauricioneves@camara.leg.br,220647,57,Mauricio Neves,PP,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220647,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220647.jpg,Sessão Deliberativa,2025-04-10T10:27:00.000Z
75930,dep.duartejr@camara.leg.br,220686,57,Duarte Jr.,PSB,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/220686,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,https://www.camara.leg.br/internet/deputado/bandep/220686.jpg,Sessão Deliberativa,2025-04-10T10:27:00.000Z
75930,dep.ricardomaia@camara.leg.br,220694,57,Ricardo Maia,MDB,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220694,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220694.jpg,Sessão Deliberativa,2025-04-10T10:27:00.000Z
75930,dep.amommandel@camara.leg.br,220715,57,Amom Mandel,Cidadania,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/220715,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220715.jpg,Sessão Deliberativa,2025-04-10T10:27:00.000Z
75990,dep.osmarterra@camara.leg.br,73692,57,Osmar Terra,PL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/73692,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/73692.jpg,Reunião Deliberativa,2025-04-15T09:30:00.000Z
75990,dep.clodoaldomagalhaes@camara.leg.br,88256,57,Clodoaldo Magalhães,PV,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/88256,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,https://www.camara.leg.br/internet/deputado/bandep/88256.jpg,Reunião Deliberativa,2025-04-15T09:30:00.000Z
75990,dep.roberiomonteiro@camara.leg.br,204489,57,Robério Monteiro,PSB,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204489,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/204489.jpg,Reunião Deliberativa,2025-04-15T09:30:00.000Z
75990,dep.gilsondaniel@camara.leg.br,220529,57,Gilson Daniel,PODE,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220529,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220529.jpg,Reunião Deliberativa,2025-04-15T09:30:00.000Z
75990,dep.andreiasiqueira@camara.leg.br,220676,57,Andreia Siqueira,PSB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220676,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/220676.jpg,Reunião Deliberativa,2025-04-15T09:30:00.000Z
75990,dep.enfermeirarejane@camara.leg.br,230765,57,Enfermeira Rejane,PCdoB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/230765,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/230765.jpg,Reunião Deliberativa,2025-04-15T09:30:00.000Z
75912,dep.thiagodejoaldo@camara.leg.br,220560,57,Thiago de Joaldo,REPUBLICANOS,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/220560,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220560.jpg,Reunião Deliberativa,2025-04-23T10:37:00.000Z
75912,dep.yandramoura@camara.leg.br,220564,57,Yandra Moura,UNIÃO,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/220564,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220564.jpg,Reunião Deliberativa,2025-04-23T10:37:00.000Z
75912,dep.danielagrobom@camara.leg.br,220571,57,Daniel Agrobom,PSD,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220571,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220571.jpg,Reunião Deliberativa,2025-04-23T10:37:00.000Z
75947,dep.welitonprado@camara.leg.br,160518,57,Weliton Prado,SOLIDARIEDADE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160518,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/160518.jpg,Reunião Deliberativa,2025-04-29T11:00:00.000Z
75947,dep.brunofarias@camara.leg.br,210989,57,Bruno Farias,REPUBLICANOS,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/210989,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/210989.jpg,Reunião Deliberativa,2025-04-29T11:00:00.000Z
75947,dep.jefersonrodrigues@camara.leg.br,220567,57,Jeferson Rodrigues,PSDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220567,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/220567.jpg,Reunião Deliberativa,2025-04-29T11:00:00.000Z
76169,dep.icarodevalmir@camara.leg.br,220563,57,Icaro de Valmir,REPUBLICANOS,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/220563,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220563.jpg,Reunião Deliberativa,2025-05-07T10:37:00.000Z
76170,dep.capitaoalbertoneto@camara.leg.br,204572,57,Capitão Alberto Neto,PL,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204572.jpg,Reunião Deliberativa,2025-05-07T10:27:00.000Z
76211,dep.geovaniadesa@camara.leg.br,178966,57,Geovania de Sá,REPUBLICANOS,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/178966,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/178966.jpg,Audiência Pública,2025-05-06T14:10:00.000Z
76363,dep.cabogilbertosilva@camara.leg.br,220574,57,Cabo Gilberto Silva,PL,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220574,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220574.jpg,Reunião Deliberativa,2025-05-21T10:14:00.000Z
76365,dep.zezinhobarbary@camara.leg.br,220592,57,Zezinho Barbary,PP,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220592,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220592.jpg,Reunião Deliberativa,2025-05-20T14:40:00.000Z
76469,dep.pedrouczai@camara.leg.br,160604,57,Pedro Uczai,PT,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/160604,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/160604.jpg,Seminário,2025-05-26T09:00:00.000Z
76485,dep.raimundosantos@camara.leg.br,74084,57,Raimundo Santos,PSD,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/74084,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/74084.jpg,Reunião Deliberativa,2025-05-28T14:12:00.000Z
76485,dep.coronelchrisostomo@camara.leg.br,204378,57,Coronel Chrisóstomo,PL,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/204378,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg,Reunião Deliberativa,2025-05-28T14:12:00.000Z
76552,dep.delegadaadrianaaccorsi@camara.leg.br,220565,57,Delegada Adriana Accorsi,PT,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220565,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220565.jpg,Reunião Técnica,2025-05-28T13:46:00.000Z
76552,dep.dra.alessandrahaber@camara.leg.br,220674,57,Dra. Alessandra Haber,PODE,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220674,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220674.jpg,Reunião Técnica,2025-05-28T13:46:00.000Z
75390,dep.rogeriocorreia@camara.leg.br,204480,57,Rogério Correia,PT,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204480,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/204480.jpg,Reunião Deliberativa,2025-02-19T15:53:00.000Z
75395,dep.dagobertonogueira@camara.leg.br,141411,57,Dagoberto Nogueira,PSDB,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/141411,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/141411.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.paulinhodaforca@camara.leg.br,141518,57,Paulinho da Força,Solidaried,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/141518,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/141518.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.hugomotta@camara.leg.br,160674,57,Hugo Motta,Republican,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/160674,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/160674.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.celiosilveira@camara.leg.br,178876,57,Célio Silveira,MDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/178876,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/178876.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.sargentofahur@camara.leg.br,204387,57,Sargento Fahur,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/204387,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204387.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.luisacanziani@camara.leg.br,204410,57,Luisa Canziani,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/204410,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/204410.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.josemedeiros@camara.leg.br,204472,57,José Medeiros,PL,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/204472,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204472.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.juarezcosta@camara.leg.br,204474,57,Juarez Costa,MDB,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/204474,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204474.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.airtonfaleiro@camara.leg.br,204495,57,Airton Faleiro,PT,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/204495,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/204495.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.ajalbuquerque@camara.leg.br,204549,57,AJ Albuquerque,PP,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204549,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204549.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.celiaxakriaba@camara.leg.br,206018,57,Célia Xakriabá,PSOL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/206018,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/206018.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.mauriciomarcon@camara.leg.br,220550,57,Mauricio Marcon,Podemos,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220550,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220550.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.francianebayer@camara.leg.br,220551,57,Franciane Bayer,Republican,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220551,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220551.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.delegadakatarina@camara.leg.br,220561,57,Delegada Katarina,PSD,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/220561,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220561.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.danicunha@camara.leg.br,220603,57,Dani Cunha,União,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220603,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220603.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.mauriciodovolei@camara.leg.br,220628,57,Mauricio do Vôlei,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220628,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220628.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.pauloalexandrebarbosa@camara.leg.br,220650,57,Paulo Alexandre Barbosa,PSDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220650,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/220650.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.andrefernandes@camara.leg.br,220657,57,André Fernandes,PL,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220657,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220657.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.hendersonpinto@camara.leg.br,220672,57,Henderson Pinto,MDB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220672,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220672.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.delegadocaveira@camara.leg.br,220673,57,Delegado Caveira,PL,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220673,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220673.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75395,dep.joaocury@camara.leg.br,230957,57,João Cury,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/230957,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/230957.jpg,Sessão Deliberativa,2025-02-11T14:02:00.000Z
75444,dep.daniloforte@camara.leg.br,62881,57,Danilo Forte,União,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/62881,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/62881.jpg,Sessão Deliberativa,2025-02-25T13:55:00.000Z
75444,null,141480,57,Lázaro Botelho,PP,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/141480,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/141480.jpg,Sessão Deliberativa,2025-02-25T13:55:00.000Z
