dataHoraFim,dataHoraInicio,descricao,descricaoTipo,id,localCamara,localExterno,orgaos,situacao,uri,urlRegistro
2025-02-11T16:25,2025-02-11T14:41,"Acompanhamento da regulamentação e implementação de marcos legais para a transição energética
 Seminário

Tema: Acompanhamento da regulamentação e implementação de marcos legais para a transição energética

Convidados:

RAFAEL RAMALHO DUBEUX, Secretário-Executivo Adjunto do Ministério da Fazenda (confirmado);

JOÃO FRANCISCO PAIVA AVELINO, Diretor do Departamento de Descarbonização e Finanças Verdes do Ministério do Desenvolvimento, Indústria, Comércio e Serviços (confirmado);

PIETRO ADAMO SAMPAIO MENDES, Secretário de Petróleo, Gás Natural e Biocombustíveis do Ministério de Minas e Energia (confirmado);

ANA CAROLINA CHAVES, Pesquisadora Plena no Grupo de Estudos do Setor Elétrico (GESEL) da Universidade Federal do Rio de Janeiro (confirmada); e

GONÇALO AMARANTE GUIMARÃES PEREIRA, Professor Titular do Instituto de Biologia da Universidade Estadual de Campinas (confirmado).

(Requerimento n. 2/2024, do Dep. Leônidas Cristino)",Seminário,75377,"{""nome"":""Anexo II, Plenário 03"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Especial"",""sigla"":""CEENERG"",""nomePublicacao"":""Comissão Especial sobre Transição Energética e Produção de Hidrogênio Verde"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539419"",""codTipoOrgao"":""3"",""nomeResumido"":""Hidrogênio Verde"",""id"":""539419"",""apelido"":""Transição Energética e Produção de Hidrogênio Verde"",""nome"":""Comissão Especial para estudo, avaliação e acompanhamento das iniciativas e medidas adotadas para transição energética - Fontes Renováveis e Produção de Hidrogênio Verde no Brasil""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75377,null
null,2025-02-11T15:30,"Votação de requerimentos
 Deliberação de requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião):",Reunião Deliberativa,75398,"{""nome"":""Anexo II, Plenário 03"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Especial"",""sigla"":""CEENERG"",""nomePublicacao"":""Comissão Especial sobre Transição Energética e Produção de Hidrogênio Verde"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539419"",""codTipoOrgao"":""3"",""nomeResumido"":""Hidrogênio Verde"",""id"":""539419"",""apelido"":""Transição Energética e Produção de Hidrogênio Verde"",""nome"":""Comissão Especial para estudo, avaliação e acompanhamento das iniciativas e medidas adotadas para transição energética - Fontes Renováveis e Produção de Hidrogênio Verde no Brasil""}]",Cancelada,https://dadosabertos.camara.leg.br/api/v2/eventos/75398,null
2025-02-12T12:33,2025-02-12T10:24,"Homenagem aos 45 anos do Partido dos Trabalhadores (PT)
 Homenagem aos 45 anos do Partido dos Trabalhadores (PT)",Sessão Não Deliberativa Solene,75391,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75391,https://www.youtube.com/watch?v=RzKsO-vLV30
2025-02-12T15:52,2025-02-12T13:18,"Ações realizadas para a reconstrução do Rio Grande do Sul.
 A - Audiência Pública:

Tema: Ações realizadas para a reconstrução do Rio Grande do Sul. 

Convidados:

MANECO HASSEN - Secretário Executivo da Secretaria Extraordinária para Apoio à Reconstrução do Rio Grande do Sul; (CONFIRMADO)

Coronel GUSTAVO QUEIROZ DE OLIVEIRA, Comando de Operações Terrestres do Exército; (CONFIRMADO)

Capitão de Mar e Guerra EUGÊNIO CAMPOS HUGUENIN, Comandante do Navio Aeródromo Multipropósito Atlântico; (CONFIRMADO) 

Coronel Aviador THIAGO ROMANELLI RODRIGUES - Comandante da Base Aérea de Canoas/RS. (CONFIRMADO)

(Requerimento nº 37/2024, do Dep. Gilson Daniel)
(Requerimento nº 4/2023, do Dep. Evair Vieira de Melo)

B - Requerimentos:",Audiência Pública e Deliberação,75396,"{""nome"":""Anexo II, Plenário 06"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Especial"",""sigla"":""CEDESNAT"",""nomePublicacao"":""Comissão Especial sobre Prevenção e Auxílio a Desastres e Calamidades Naturais"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539635"",""codTipoOrgao"":""3"",""nomeResumido"":""Desastres Naturais"",""id"":""539635"",""apelido"":""Prevenção e Auxílio a Desastres e Calamidades Naturais"",""nome"":""Comissão Especial destinada a estudar e analisar formas de prevenção e auxílio a desastres e calamidades naturais que vêm assolando o Território Nacional""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75396,https://www.youtube.com/watch?v=hOrC0rc1CeI
2025-02-12T20:19,2025-02-12T13:56,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,75404,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75404,https://www.youtube.com/watch?v=DsZvOTDFiOE
2025-02-12T15:43,2025-02-12T14:11,Debater o orçamento destinado a programações e políticas públicas para as mulheres,Audiência Pública,75397,"{""nome"":""Anexo II, Plenário 02"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Mista Permanente"",""sigla"":""CMO"",""nomePublicacao"":""Comissão Mista de Orçamento"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/6855"",""codTipoOrgao"":""6"",""nomeResumido"":""Orçamento"",""id"":""6855"",""apelido"":""Comissão Mista de Orçamento"",""nome"":""Comissão Mista de Planos, Orçamentos Públicos e Fiscalização""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75397,https://www.youtube.com/watch?v=FfsTy9SGeXI
2025-02-13T12:09,2025-02-13T09:21,Sessão Deliberativa Extraordinária Semipresencial (AM nº 123/2020),Sessão Deliberativa,75405,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75405,https://www.youtube.com/watch?v=e9YohKKrHfA
2025-02-18T12:37,2025-02-18T10:06,"Educação e trabalho: impactos e desafios da IA para o século XXI
 CÂMARA DOS DEPUTADOS
CENTRO DE ESTUDOS E DEBATES ESTRATÉGICOS

57ª Legislatura - 3ª Sessão Legislativa Ordinária

Reunião Técnica de 18 DE FEVEREIRO DE 2025

ESTUDO ""INTELIGÊNCIA ARTIFICIAL, INCLUSÃO DIGITAL, AUTOMAÇÃO DO TRABALHO, EMPREGABILIDADE E PREVIDÊNCIA""

TEMA: EDUCAÇÃO E TRABALHO: IMPACTOS E DESAFIOS DA IA PARA O SÉCULO XXI

Local: Plenário 4    Data: 18/02/25    Horário: 10h00

P A U T A DA REUNIÃO

O objetivo desta audiência ""Educação e trabalho: impactos e desafios da IA para o século XXI"" é explorar alguns dos principais impactos da IA na educação como: personalização do ensino, acesso a recursos, automatização de avaliações e feedback, além da formação contínua de educadores. Os impactos no trabalho abrangem a automação de tarefas, novas oportunidades de emprego e o trabalho híbrido. Alguns desafios a serem enfrentados são: desigualdade na educação, requalificação, ética e privacidade e resistência à mudança.

A IA traz tanto oportunidades quanto desafios significativos para a educação e o trabalho. Para maximizar os benefícios e mitigar os riscos, será essencial investir em formação, infraestrutura e políticas que promovam a inclusão e a ética.

1 Abertura dos trabalhos pelo deputado relator do estudo
   - Deputado Hélio Lopes

2 Apresentação dos palestrantes:
    - Paulo Blikstein, Professor da Universidade de Columbia (EUA) e Pesquisador Visitante do Instituto       Tecnológico de Monterrey (México)   
    - Luiz Antonio Cruz Caruso, Consultor da Organização das Nações Unidas para a Educação, a                   Ciência e a Cultura (Unesco)
    - Fabiano Hartmann Peixoto, Professor da Faculdade de Direito da Universidade de Brasília - UnB
     - Rafael Lucchesi Ramacciotti, Diretor de Educação e Tecnologia da Confederação Nacional         da Indústria (CNI)
     - Sérgio Amadeu da Silveira, Professor da Universidade Federal do ABC

3 Debate entre o deputado relator, palestrantes, consultores e convidados
    Consultores Legislativos: Angelo Azevedo Queiroz, Guilherme Pereira Pinheiro, Igor Manuel Moreira        Lima, Charles da Costa Bruxel, Thiago Freire Laporte, Renato Gilioli, Leonid Garnitskiy

4 Encerramento dos trabalhos",Reunião Técnica,74527,"{""nome"":""Anexo II, Plenário 04"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Conselho"",""sigla"":""CEDES"",""nomePublicacao"":""CENTRO DE ESTUDOS E DEBATES ESTRATÉGICOS"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/537020"",""codTipoOrgao"":""11"",""nomeResumido"":""Centro de Estudos"",""id"":""537020"",""apelido"":""Centro de Estudos e Debates Estratégicos"",""nome"":""Centro de Estudos e Debates Estratégicos""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/74527,https://www.youtube.com/watch?v=o9UeH1hjKOM
2025-02-18T22:38,2025-02-18T13:55,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,75413,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75413,https://www.youtube.com/watch?v=dYkYKjqsWlU
2025-02-19T10:35,2025-02-19T09:27,"Homenagem em Comeração e Parabenização aos Atuais e aos Novos Integrantes do BRICS
 Homenagem em Comeração e Parabenização aos Atuais e aos Novos Integrantes do BRICS",Sessão Não Deliberativa Solene,75416,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75416,https://www.youtube.com/watch?v=4Z8c8rE_r6I
2025-02-19T12:22,2025-02-19T11:16,"Homenagem à Igreja de Deus Sociedade Missionária Mundial
 Homenagem ao 60º Aniversário da Igreja de Deus Sociedade Missionária Mundial",Sessão Não Deliberativa Solene,75417,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75417,https://www.youtube.com/watch?v=PUtReUcWfo4
2025-02-19T20:44,2025-02-19T13:55,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,75428,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75428,https://www.youtube.com/watch?v=CHXCBltGKRM
2025-02-19T17:15,2025-02-19T14:38,"Terapia nutricional dos pacientes em tratamento contra câncer e em reabilitação no âmbito da Política Nacional de Prevenção e Controle do Câncer
 Audiência Pública

Tema: Terapia nutricional dos pacientes em tratamento contra câncer e em reabilitação no âmbito da Política Nacional de Prevenção e Controle do Câncer

Convidados:

CARMEN CRISTINA MOURA DOS SANTOS, Coordenadora-Geral de Atenção Especializada do Ministério da Saúde (confirmada);

EMANUELLY VAREA MARIA WIEGERT, Nutricionista do Hospital do Câncer IV - INCA (confirmada);

SIMONE KIKUCHI, Nutricionista oncologista (confirmada);

PEDRO DAL BELLO, Médico oncologista e nutrólogo (confirmado);

ARTHUR LORENZETTI, Embaixador do Movimento Nutrindo Vidas (confirmado);

NIVALDO BARROSO DE PINHO, Presidente da Sociedade Brasileira de Nutrição Oncológica - SBNO (confirmado);

ÉRIKA SIMONE COELHO CARVALHO, Presidente do Conselho Federal de Nutrição (confirmada);

MARLENE OLIVEIRA, Presidente do Instituto Lado a Lado pela Vida (confirmada);

LETÍCIA CAPRIO, Psicóloga e consultora da Capta com Você (confirmada).

(Requerimento 3/2024, do Deputado Weliton Prado)",Audiência Pública,75408,"{""nome"":""Anexo II, Plenário 08"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Especial"",""sigla"":""CECANCER"",""nomePublicacao"":""Comissão Especial sobre Prevenção e Combate ao Câncer, AVC e Doenças do Coração"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539411"",""codTipoOrgao"":""3"",""nomeResumido"":""Combate ao Câncer"",""id"":""539411"",""apelido"":""Prevenção e Combate ao Câncer, AVC e Doenças do Coração"",""nome"":""Comissão Especial destinada a acompanhar as ações de prevenção e combate ao câncer, ao acidente vascular cerebral (AVC) e às doenças do coração.""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75408,https://www.youtube.com/watch?v=8gjwVZ2_oOs
2025-02-19T15:57,2025-02-19T15:53,"Votação de requerimentos
 Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião):",Reunião Deliberativa,75390,"{""nome"":""Anexo II, Plenário 09"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Externa"",""sigla"":""CEXMABRU"",""nomePublicacao"":""Comissão Externa sobre fiscalização dos rompimentos de barragens e repactuação"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539407"",""codTipoOrgao"":""5"",""nomeResumido"":""Rompimentos de Barragens"",""id"":""539407"",""apelido"":""Fiscalização dos Rompimentos de Barragens e Repactuação"",""nome"":""Comissão Externa destinada a fiscalizar os rompimentos de barragens, em especial acompanhar a repactuação do acordo de Mariana e a reparação do crime de Brumadinho""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75390,https://www.youtube.com/watch?v=DcLSKudOzWg
2025-02-19T16:01,2025-02-19T15:55,Votação de requerimentos,Reunião Deliberativa,75414,"{""nome"":""Anexo II, Plenário 06"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Especial"",""sigla"":""CEDESNAT"",""nomePublicacao"":""Comissão Especial sobre Prevenção e Auxílio a Desastres e Calamidades Naturais"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539635"",""codTipoOrgao"":""3"",""nomeResumido"":""Desastres Naturais"",""id"":""539635"",""apelido"":""Prevenção e Auxílio a Desastres e Calamidades Naturais"",""nome"":""Comissão Especial destinada a estudar e analisar formas de prevenção e auxílio a desastres e calamidades naturais que vêm assolando o Território Nacional""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75414,https://www.youtube.com/watch?v=mZlVVyTtqe0
2025-02-20T12:34,2025-02-20T09:23,Sessão Deliberativa Extraordinária Semipresencial (AM nº 123/2020),Sessão Deliberativa,75415,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75415,https://www.youtube.com/watch?v=hNPjUqR2Cls
null,2025-02-20T14:00,III Encontro ASLEGIS de Observação Eleitoral: Ciclo Eleitoral 2024 nas Américas,Reunião Técnica,75443,"{""nome"":""Anexo II, Plenário 04"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Órgão da Câmara dos Deputados"",""sigla"":""EVENTOS"",""nomePublicacao"":""Câmara dos Deputados - Outros Eventos"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/100950"",""codTipoOrgao"":""12000"",""nomeResumido"":null,""id"":""100950"",""apelido"":""Outros Eventos"",""nome"":""Eventos""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/75443,null
2025-02-25T22:49,2025-02-25T13:55,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,75444,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75444,https://www.youtube.com/watch?v=N7B-wkxjPrQ
2025-02-25T16:23,2025-02-25T14:30,"Votação de requerimentos
 Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião):",Reunião Deliberativa,75442,"{""nome"":""Anexo II, Plenário 14"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Externa"",""sigla"":""CEXMABRU"",""nomePublicacao"":""Comissão Externa sobre fiscalização dos rompimentos de barragens e repactuação"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539407"",""codTipoOrgao"":""5"",""nomeResumido"":""Rompimentos de Barragens"",""id"":""539407"",""apelido"":""Fiscalização dos Rompimentos de Barragens e Repactuação"",""nome"":""Comissão Externa destinada a fiscalizar os rompimentos de barragens, em especial acompanhar a repactuação do acordo de Mariana e a reparação do crime de Brumadinho""}]",Encerrada (Termo),https://dadosabertos.camara.leg.br/api/v2/eventos/75442,null
