id_votacao,id_deputado,nome_deputado,voto,data_captura
999001,178873,Helder Salomão,Abstenção,2026-05-10
999001,178954,Lucio Mosquini,Sim,2026-05-10
999001,204455,Luiz Lima,Não,2026-05-10
999001,204480,Rogério Correia,Não,2026-05-10
999001,220684,Tião Medeiros,Sim,2026-05-10
999001,178992,Vitor Lippi,Não,2026-05-10
999001,221148,Alfredinho,Abstenção,2026-05-10
999001,74090,Átila Lins,Abstenção,2026-05-10
999001,220629,Dandara,Abstenção,2026-05-10
999001,74383,Giacobo,Não,2026-05-10
999001,178884,Hildo Rocha,Sim,2026-05-10
999001,220670,Iza Arruda,Não,2026-05-10
999001,220658,Luiz Gastão,Não,2026-05-10
999001,220604,Marcos Tavares,Abstenção,2026-05-10
999001,220617,Murillo Gouvea,Não,2026-05-10
999001,204489,Robério Monteiro,Não,2026-05-10
999001,165470,Rodrigo Valadares,Sim,2026-05-10
999001,220598,Tarcísio Motta,Abstenção,2026-05-10
999001,160610,Valmir Assunção,Abstenção,2026-05-10
999001,137070,Vicentinho Júnior,Não,2026-05-10
999001,91228,Waldemar Oliveira,Sim,2026-05-10
999001,220592,Zezinho Barbary,Sim,2026-05-10
999001,204501,Alencar Santana,Não,2026-05-10
999001,220638,Antonio Carlos Rodrigues,Sim,2026-05-10
999001,220563,Icaro de Valmir,Não,2026-05-10
999001,74156,Leonardo Monteiro,Sim,2026-05-10
999001,220585,Mersinho Lucena,Sim,2026-05-10
999001,141518,Paulinho da Força,Abstenção,2026-05-10
999001,74400,Paulo Pimenta,Abstenção,2026-05-10
999001,220631,Samuel Viana,Abstenção,2026-05-10
999001,220621,Sargento Gonçalves,Não,2026-05-10
999001,104552,Socorro Neri,Não,2026-05-10
999001,178947,Sóstenes Cavalcante,Sim,2026-05-10
999001,220538,Albuquerque,Não,2026-05-10
999001,220665,Clarissa Tércio,Sim,2026-05-10
999001,74537,Claudio Cajado,Não,2026-05-10
999001,204378,Coronel Chrisóstomo,Não,2026-05-10
999001,220568,Gustavo Gayer,Abstenção,2026-05-10
999001,220672,Henderson Pinto,Sim,2026-05-10
999001,188097,Merlong Solano,Abstenção,2026-05-10
999001,160642,Pastor Eurico,Sim,2026-05-10
999001,204570,Pastor Gil,Abstenção,2026-05-10
999001,204517,Zé Vitor,Abstenção,2026-05-10
999001,136811,Afonso Hamm,Sim,2026-05-10
999001,204495,Airton Faleiro,Abstenção,2026-05-10
999001,178975,Baleia Rossi,Abstenção,2026-05-10
999001,191923,Flávio Nogueira,Abstenção,2026-05-10
999001,178966,Geovania de Sá,Abstenção,2026-05-10
999001,220662,Lucas Ramos,Sim,2026-05-10
999001,204410,Luisa Canziani,Não,2026-05-10
999001,204406,Pedro Westphalen,Sim,2026-05-10
999001,73486,Pompeo de Mattos,Abstenção,2026-05-10
999001,220613,Roberto Monteiro Pai,Abstenção,2026-05-10
999001,73579,Alberto Fraga,Sim,2026-05-10
999001,160559,Alceu Moreira,Sim,2026-05-10
999001,220542,Alexandre Guimarães,Não,2026-05-10
999001,220554,Alexandre Lindenmeyer,Sim,2026-05-10
999001,220691,Diego Coronel,Não,2026-05-10
999001,74374,Geraldo Resende,Sim,2026-05-10
999001,204408,Gustinho Ribeiro,Não,2026-05-10
999001,220676,Andreia Siqueira,Sim,2026-05-10
999001,220701,Delegado Matheus Laiola,Abstenção,2026-05-10
999001,220654,Delegado Paulo Bilynskyj,Não,2026-05-10
999001,178929,Diego Garcia,Sim,2026-05-10
999001,220674,Dra. Alessandra Haber,Sim,2026-05-10
999001,204550,Júnior Mano,Sim,2026-05-10
999001,220591,Meire Serafim,Abstenção,2026-05-10
999001,204449,Nelson Barbudo,Não,2026-05-10
999001,141531,Rodrigo de Castro,Abstenção,2026-05-10
999001,160635,Ruy Carneiro,Sim,2026-05-10
999001,220569,Silvye Alves,Não,2026-05-10
999001,178934,Toninho Wandscheer,Não,2026-05-10
999001,160512,Aureo Ribeiro,Sim,2026-05-10
999001,204450,Doutor Luizinho,Sim,2026-05-10
999001,220551,Franciane Bayer,Não,2026-05-10
999001,204524,Pinheirinho,Sim,2026-05-10
999001,98148,Cobalchini,Sim,2026-05-10
999001,220642,Delegado Bruno Lima,Não,2026-05-10
999001,98615,Ismael,Sim,2026-05-10
999001,204372,Julio Cesar Ribeiro,Não,2026-05-10
999001,74161,Reginaldo Lopes,Sim,2026-05-10
999001,220536,Zé Haroldo Cathedral,Não,2026-05-10
999001,74079,José Priante,Abstenção,2026-05-10
999001,204479,Nicoletti,Sim,2026-05-10
999001,220586,Rafael Brito,Sim,2026-05-10
999001,220564,Yandra Moura,Abstenção,2026-05-10
999001,178835,Afonso Motta,Sim,2026-05-10
999001,80815,Leo Prates,Abstenção,2026-05-10
999001,220687,Márcio Honaiser,Abstenção,2026-05-10
999001,204411,Filipe Barros,Abstenção,2026-05-10
999001,178964,Heitor Schuch,Não,2026-05-10
999001,74158,Mário Heringer,Abstenção,2026-05-10
999001,178937,Altineu Côrtes,Não,2026-05-10
999001,220539,Defensor Stélio Dener,Sim,2026-05-10
999001,220656,Fernanda Pessoa,Sim,2026-05-10
999001,73778,Luiz Carlos Hauly,Não,2026-05-10
999001,162332,Luiz Nishimori,Não,2026-05-10
999001,178993,Carlos Henrique Gaguim,Não,2026-05-10
999001,220704,Carol Dartora,Sim,2026-05-10
999001,204351,Dr. Luiz Ovando,Não,2026-05-10
999001,160575,Erika Kokay,Abstenção,2026-05-10
999001,160666,Félix Mendonça Júnior,Sim,2026-05-10
999001,74253,Julio Lopes,Abstenção,2026-05-10
999001,74858,Lindbergh Farias,Abstenção,2026-05-10
999001,160535,Marcon,Não,2026-05-10
999001,74159,Odair Cunha,Sim,2026-05-10
999001,220630,Pedro Aihara,Sim,2026-05-10
999001,220713,Saullo Vianna,Sim,2026-05-10
999001,220605,Bandeira de Mello,Não,2026-05-10
999001,206018,Célia Xakriabá,Sim,2026-05-10
999001,209189,Joseildo Ramos,Não,2026-05-10
999001,74784,Luiza Erundina,Abstenção,2026-05-10
999001,160517,Paulo Folletto,Abstenção,2026-05-10
999001,220694,Ricardo Maia,Não,2026-05-10
999001,226837,Saulo Pedroso,Não,2026-05-10
999001,220682,Tadeu Veneri,Não,2026-05-10
999001,121948,Adriano do Baldy,Abstenção,2026-05-10
999001,74171,Chico Alencar,Não,2026-05-10
999001,220594,Coronel Assis,Não,2026-05-10
999001,220534,Fred Linhares,Não,2026-05-10
999001,204472,José Medeiros,Não,2026-05-10
999001,204497,Júnior Ferrari,Não,2026-05-10
999001,178866,Luizianne Lins,Não,2026-05-10
999001,220606,Reimont,Abstenção,2026-05-10
999001,220624,Robinson Faria,Abstenção,2026-05-10
999001,160629,Romero Rodrigues,Abstenção,2026-05-10
999001,73604,Rui Falcão,Sim,2026-05-10
999001,160569,Waldenor Pereira,Abstenção,2026-05-10
999001,74060,Daniel Almeida,Não,2026-05-10
999001,220573,Dorinaldo Malafaia,Abstenção,2026-05-10
999001,98057,Lafayette de Andrada,Sim,2026-05-10
999001,74041,Luiz Couto,Sim,2026-05-10
999001,220715,Amom Mandel,Não,2026-05-10
999001,198783,Emanuel Pinheiro Neto,Sim,2026-05-10
999001,162067,Kiko Celeguim,Abstenção,2026-05-10
999001,220603,Dani Cunha,Sim,2026-05-10
999001,220571,Daniel Agrobom,Não,2026-05-10
999001,220589,Eduardo Velloso,Sim,2026-05-10
999001,139285,Lídice da Mata,Sim,2026-05-10
999001,178843,Marx Beltrão,Sim,2026-05-10
999001,204567,Raimundo Costa,Sim,2026-05-10
999001,141555,Vinicius Carvalho,Sim,2026-05-10
999001,178931,Luciano Ducci,Não,2026-05-10
999001,73692,Osmar Terra,Abstenção,2026-05-10
999001,74160,Patrus Ananias,Abstenção,2026-05-10
999001,220644,Rosangela Moro,Sim,2026-05-10
999001,141421,Eduardo da Fonte,Sim,2026-05-10
999001,204526,Luiz Philippe de Orleans e Bragança,Não,2026-05-10
999001,160591,Vinicius Gurgel,Sim,2026-05-10
999001,160518,Weliton Prado,Sim,2026-05-10
999001,204361,Carlos Chiodini,Abstenção,2026-05-10
999001,107283,Gleisi Hoffmann,Não,2026-05-10
999001,74856,Laura Carneiro,Abstenção,2026-05-10
999001,204404,Lucas Redecker,Não,2026-05-10
999001,171617,Paulão,Abstenção,2026-05-10
999001,178881,Aluisio Mendes,Sim,2026-05-10
999001,109429,Benes Leocádio,Sim,2026-05-10
999001,204368,Fabio Schiochet,Abstenção,2026-05-10
999001,220706,Padovani,Abstenção,2026-05-10
999001,220590,Coronel Ulysses,Sim,2026-05-10
999001,160758,Domingos Sávio,Sim,2026-05-10
999001,160640,Eros Biondini,Abstenção,2026-05-10
999001,204574,Junior Lourenço,Abstenção,2026-05-10
999001,220641,Rodrigo Gambale,Sim,2026-05-10
999001,220558,Zé Trovão,Abstenção,2026-05-10
999001,204553,Pastor Sargento Isidório,Abstenção,2026-05-10
999001,204390,Professor Alcides,Sim,2026-05-10
999001,160553,Antonio Brito,Abstenção,2026-05-10
999001,141464,José Airton Félix Cirilo,Não,2026-05-10
999001,141516,Paulo Abi-Ackel,Sim,2026-05-10
999001,62881,Danilo Forte,Não,2026-05-10
999001,178871,Evair Vieira de Melo,Abstenção,2026-05-10
999001,178895,Misael Varella,Não,2026-05-10
999001,160604,Pedro Uczai,Sim,2026-05-10
999001,204396,Vermelho,Não,2026-05-10
999001,204427,Fernando Rodolfo,Não,2026-05-10
999001,178972,Alex Manente,Não,2026-05-10
999001,160541,Arthur Lira,Abstenção,2026-05-10
999001,210989,Bruno Farias,Não,2026-05-10
999001,204572,Capitão Alberto Neto,Sim,2026-05-10
999001,204518,Dr. Frederico,Abstenção,2026-05-10
999001,220669,Lula da Fonte,Sim,2026-05-10
999001,220647,Mauricio Neves,Não,2026-05-10
999001,220607,Max Lemos,Abstenção,2026-05-10
999001,204360,Silvia Cristina,Não,2026-05-10
999001,74057,Alice Portugal,Não,2026-05-10
999001,220548,Camila Jara,Sim,2026-05-10
999001,204426,Carlos Veras,Sim,2026-05-10
999001,73441,Celso Russomanno,Não,2026-05-10
999001,160588,Diego Andrade,Abstenção,2026-05-10
999001,220567,Jeferson Rodrigues,Não,2026-05-10
999001,204444,Helio Lopes,Não,2026-05-10
999001,204364,Eli Borges,Não,2026-05-10
999001,220526,Gilvan da Federal,Não,2026-05-10
999001,205550,Jorge Braz,Não,2026-05-10
999001,178987,Orlando Silva,Não,2026-05-10
999001,161440,Pezenti,Não,2026-05-10
999001,204416,Sanderson,Não,2026-05-10
999001,204387,Sargento Fahur,Não,2026-05-10
999001,204355,Da Vitoria,Abstenção,2026-05-10
999001,220673,Delegado Caveira,Sim,2026-05-10
999001,74585,Lincoln Portela,Abstenção,2026-05-10
999001,204441,Otoni de Paula,Abstenção,2026-05-10
999001,204412,Dr. Zacharias Calil,Não,2026-05-10
999001,220663,Eriberto Medeiros,Abstenção,2026-05-10
999001,74848,Jandira Feghali,Sim,2026-05-10
999001,74398,Maria do Rosário,Sim,2026-05-10
999001,204423,André Ferreira,Sim,2026-05-10
999001,74075,Elcione Barbalho,Abstenção,2026-05-10
999001,74317,Júlio Cesar,Sim,2026-05-10
999001,160556,Padre João,Abstenção,2026-05-10
999001,204535,Sâmia Bomfim,Não,2026-05-10
999001,157130,Túlio Gadêlha,Abstenção,2026-05-10
999001,220556,Ana Paula Lima,Não,2026-05-10
999001,220625,Delegada Ione,Não,2026-05-10
999001,220610,Dr. Fernando Máximo,Abstenção,2026-05-10
999001,141458,João Carlos Bacelar,Sim,2026-05-10
999001,171786,Miguel Ângelo,Abstenção,2026-05-10
999001,178887,Rubens Pereira Júnior,Abstenção,2026-05-10
999001,74044,Wilson Santiago,Sim,2026-05-10
999001,220671,Dilvanda Faro,Sim,2026-05-10
999001,220640,Juliana Cardoso,Não,2026-05-10
999001,204541,Eduardo Bismarck,Não,2026-05-10
999001,204394,Gervásio Maia,Não,2026-05-10
999001,220574,Cabo Gilberto Silva,Abstenção,2026-05-10
999001,141408,Cleber Verde,Não,2026-05-10
999001,180214,Pastor Diniz,Sim,2026-05-10
999001,160976,Tiririca,Abstenção,2026-05-10
999001,220544,Antonio Andrade,Sim,2026-05-10
999001,220540,Duda Ramos,Abstenção,2026-05-10
999001,141431,Fernando Coelho Filho,Abstenção,2026-05-10
999001,220697,Jadyel Alencar,Não,2026-05-10
999001,220702,Geraldo Mendes,Não,2026-05-10
999001,220616,Luciano Vieira,Abstenção,2026-05-10
999001,178829,Capitão Augusto,Abstenção,2026-05-10
999001,204473,General Girão,Abstenção,2026-05-10
999001,220546,Rodolfo Nogueira,Abstenção,2026-05-10
999001,220700,Florentino Neto,Sim,2026-05-10
999001,178985,Miguel Lombardi,Sim,2026-05-10
999001,204492,Paulo Guedes,Não,2026-05-10
999001,221328,Adilson Barroso,Não,2026-05-10
999001,220549,Any Ortiz,Não,2026-05-10
999001,160545,Alexandre Leite,Abstenção,2026-05-10
999001,220657,André Fernandes,Não,2026-05-10
999001,178876,Célio Silveira,Não,2026-05-10
999001,220578,Josenildo,Sim,2026-05-10
999001,220529,Gilson Daniel,Abstenção,2026-05-10
999001,204559,Zé Neto,Abstenção,2026-05-10
999001,204367,Daniel Freitas,Não,2026-05-10
999001,220547,Marcos Pollon,Abstenção,2026-05-10
999001,123086,Átila Lira,Abstenção,2026-05-10
999001,160161,Marcelo Queiroz,Não,2026-05-10
999001,220714,Adail Filho,Não,2026-05-10
999001,204491,Gilberto Abramo,Não,2026-05-10
999001,160558,Paulo Freire Costa,Sim,2026-05-10
999001,72442,Felipe Carreras,Não,2026-05-10
999001,221338,Professora Luciene Cavalcante,Abstenção,2026-05-10
999001,220620,Rosângela Reis,Sim,2026-05-10
999001,74376,Vander Loubet,Não,2026-05-10
999001,178933,Sergio Souza,Sim,2026-05-10
999001,204460,Carlos Jordy,Não,2026-05-10
999001,178910,Joaquim Passarinho,Sim,2026-05-10
999001,220533,Prof. Reginaldo Veras,Abstenção,2026-05-10
999001,204520,Junio Amaral,Sim,2026-05-10
999001,220668,Maria Arraes,Sim,2026-05-10
999001,220707,Amanda Gentil,Abstenção,2026-05-10
999001,204395,Pedro Lupion,Abstenção,2026-05-10
999001,204391,José Nelto,Sim,2026-05-10
999001,220655,Mario Frias,Abstenção,2026-05-10
999001,74043,Wellington Roberto,Abstenção,2026-05-10
999001,214694,Jorge Goetten,Abstenção,2026-05-10
999001,220703,Neto Carletto,Não,2026-05-10
999001,204425,Silvio Costa Filho,Sim,2026-05-10
999001,204407,Fernanda Melchionna,Não,2026-05-10
999001,178927,Aliel Machado,Não,2026-05-10
999001,220565,Delegada Adriana Accorsi,Abstenção,2026-05-10
999001,74454,Eunício Oliveira,Sim,2026-05-10
999001,204453,Natália Bonavides,Sim,2026-05-10
999001,160632,Zé Silva,Não,2026-05-10
999001,220688,Dr. Francisco,Abstenção,2026-05-10
999001,204464,Talíria Petrone,Sim,2026-05-10
999001,69871,Bacelar,Sim,2026-05-10
999001,220553,Denise Pessôa,Abstenção,2026-05-10
999001,220602,Dimas Gadelha,Sim,2026-05-10
999001,204457,Juninho do Pneu,Abstenção,2026-05-10
999001,204369,Caroline de Toni,Sim,2026-05-10
999001,204462,Chris Tonietto,Não,2026-05-10
999001,74273,Jefferson Campos,Abstenção,2026-05-10
999001,220582,Daniel Barbosa,Sim,2026-05-10
999001,204533,Idilvan Alencar,Sim,2026-05-10
999001,133439,André Figueiredo,Não,2026-05-10
999001,204540,Maria Rosas,Não,2026-05-10
999001,220652,Delegado Palumbo,Sim,2026-05-10
999001,220611,General Pazuello,Sim,2026-05-10
999001,74428,Mendonça Filho,Sim,2026-05-10
999001,178896,Newton Cardoso Jr,Abstenção,2026-05-10
999001,220576,Alfredo Gaspar,Não,2026-05-10
999001,178908,Delegado Éder Mauro,Abstenção,2026-05-10
999001,204398,Felipe Francischini,Sim,2026-05-10
999001,204494,Fred Costa,Não,2026-05-10
999001,220597,Thiago Flores,Sim,2026-05-10
999001,178970,João Daniel,Sim,2026-05-10
999001,123756,Antônia Lúcia,Sim,2026-05-10
999001,224117,Gabriel Mota,Sim,2026-05-10
999001,161550,Emidinho Madeira,Abstenção,2026-05-10
999001,220628,Mauricio do Vôlei,Não,2026-05-10
999001,175765,Ribamar Silva,Sim,2026-05-10
999001,220633,Ricardo Salles,Não,2026-05-10
999001,141391,Arnaldo Jardim,Não,2026-05-10
999001,204456,Gutemberg Reis,Sim,2026-05-10
999001,220692,Dal Barreto,Não,2026-05-10
999001,220664,Guilherme Uchoa,Não,2026-05-10
999001,220699,Castro Neto,Abstenção,2026-05-10
999001,220666,Coronel Meira,Abstenção,2026-05-10
999001,230767,Rodrigo da Zaeli,Abstenção,2026-05-10
999001,92776,Stefano Aguiar,Sim,2026-05-10
999001,141459,João Maia,Não,2026-05-10
999001,220530,Messias Donato,Sim,2026-05-10
999001,220651,Simone Marquetto,Sim,2026-05-10
999001,220583,Delegado Fabio Costa,Não,2026-05-10
999001,204445,Fernando Mineiro,Não,2026-05-10
999001,204474,Juarez Costa,Abstenção,2026-05-10
999001,204409,Daniel Trzeciak,Sim,2026-05-10
999001,178943,Marcos Soares,Não,2026-05-10
999001,198197,Greyce Elias,Sim,2026-05-10
999001,205476,Charles Fernandes,Não,2026-05-10
999001,220570,Dr. Ismael Alexandrino,Sim,2026-05-10
999001,204485,Luiz Carlos Motta,Abstenção,2026-05-10
999001,204431,Marcos Aurélio Sampaio,Sim,2026-05-10
999001,220615,Pastor Henrique Vieira,Sim,2026-05-10
999001,107970,Ana Paula Leão,Abstenção,2026-05-10
999001,179001,Márcio Biolchi,Sim,2026-05-10
999001,88256,Clodoaldo Magalhães,Abstenção,2026-05-10
999001,204356,Amaro Neto,Não,2026-05-10
999001,220667,Pedro Campos,Sim,2026-05-10
999001,220612,Bebeto,Não,2026-05-10
999001,73701,Benedita da Silva,Não,2026-05-10
999001,220623,Duda Salabert,Sim,2026-05-10
999001,204379,Acácio Favacho,Não,2026-05-10
999001,220581,Luciano Amaral,Abstenção,2026-05-10
999001,220661,Matheus Noronha,Abstenção,2026-05-10
999001,73768,Dilceu Sperafico,Não,2026-05-10
999001,220528,Dr. Victor Linhalis,Abstenção,2026-05-10
999001,74646,Aécio Neves,Abstenção,2026-05-10
999001,160599,Dimas Fabiano,Não,2026-05-10
999001,220572,Marussa Boldrin,Abstenção,2026-05-10
999001,204511,David Soares,Abstenção,2026-05-10
999001,230765,Enfermeira Rejane,Não,2026-05-10
999001,73801,Renildo Calheiros,Sim,2026-05-10
999001,204436,Isnaldo Bulhões Jr.,Sim,2026-05-10
999001,209787,Nikolas Ferreira,Abstenção,2026-05-10
999001,204488,Célio Studart,Sim,2026-05-10
999001,92102,Leur Lomanto Júnior,Não,2026-05-10
999001,160673,Giovani Cherini,Não,2026-05-10
999001,160548,Jonas Donizette,Sim,2026-05-10
999001,220557,Daniela Reinehr,Sim,2026-05-10
999001,133810,Marcelo Moraes,Não,2026-05-10
999001,204508,Igor Timo,Sim,2026-05-10
999001,141485,Luiz Carlos Busato,Abstenção,2026-05-10
999001,204498,Olival Marques,Sim,2026-05-10
999001,74554,José Rocha,Abstenção,2026-05-10
999001,220650,Paulo Alexandre Barbosa,Sim,2026-05-10
999001,74371,Rubens Otoni,Não,2026-05-10
999001,178983,Marcio Alvino,Sim,2026-05-10
999001,204496,Celso Sabino,Não,2026-05-10
999001,178962,Carlos Gomes,Abstenção,2026-05-10
999001,92699,Fernando Monteiro,Abstenção,2026-05-10
999001,204481,Dr. Jaziel,Sim,2026-05-10
999001,178886,Juscelino Filho,Não,2026-05-10
999001,204362,Ricardo Guidi,Sim,2026-05-10
999001,178854,Elmar Nascimento,Sim,2026-05-10
999001,220681,Fábio Macedo,Sim,2026-05-10
999001,204459,Daniela do Waguinho,Não,2026-05-10
999001,178858,Mário Negromonte Jr.,Sim,2026-05-10
999001,160552,Danrlei de Deus Hinterholz,Não,2026-05-10
999001,73433,Arlindo Chinaglia,Sim,2026-05-10
999001,204506,Marcos Pereira,Abstenção,2026-05-10
999001,215043,Josivaldo JP,Sim,2026-05-10
999001,220675,Antônio Doido,Não,2026-05-10
999001,220622,Nely Aquino,Sim,2026-05-10
999001,204539,Hercílio Coelho Diniz,Não,2026-05-10
999001,66385,Julio Arcoverde,Sim,2026-05-10
999001,204419,Glaustin da Fokus,Abstenção,2026-05-10
999001,220677,Keniston Braga,Sim,2026-05-10
999001,143084,Tiago Dimas,Abstenção,2026-05-10
999001,233592,Paulo Lemos,Abstenção,2026-05-10
999001,74262,Carlos Sampaio,Sim,2026-05-10
999001,171623,Fabio Reis,Abstenção,2026-05-10
999001,221329,Ricardo Abrão,Não,2026-05-10
999001,220708,Gabriel Nunes,Abstenção,2026-05-10
999001,160527,Aguinaldo Ribeiro,Sim,2026-05-10
999001,234673,Vanderlan Alves,Abstenção,2026-05-10
999001,178860,Paulo Azi,Sim,2026-05-10
999001,74478,Luciano Bivar,Sim,2026-05-10
999001,178905,Fabio Garcia,Sim,2026-05-10
999001,230957,João Cury,Sim,2026-05-10
999001,178831,André Abdon,Abstenção,2026-05-10
999001,154178,Milton Vieira,Não,2026-05-10
999001,73788,Ricardo Barros,Não,2026-05-10
999001,234788,Heloísa Helena,Não,2026-05-10
999001,204353,Aline Gurgel,Não,2026-05-10
999001,227991,Dr Flávio,Sim,2026-05-10
999001,220614,Dr. Daniel Soranz,Sim,2026-05-10
999001,160641,Professora Marcivania,Sim,2026-05-10
999002,160538,Bohn Gass,Sim,2026-05-10
999002,141411,Dagoberto Nogueira,Não,2026-05-10
999002,74467,Damião Feliciano,Não,2026-05-10
999002,220545,Filipe Martins,Abstenção,2026-05-10
999002,74270,Gilberto Nascimento,Abstenção,2026-05-10
999002,220648,Marangoni,Sim,2026-05-10
999002,122158,Pedro Paulo,Abstenção,2026-05-10
999002,220618,Sargento Portugal,Abstenção,2026-05-10
999002,204560,Adolfo Viana,Sim,2026-05-10
999002,204388,Bibo Nunes,Sim,2026-05-10
999002,220595,Coronel Fernanda,Não,2026-05-10
999002,204365,Gilson Marques,Sim,2026-05-10
999002,220537,Helena Lima,Não,2026-05-10
999002,204536,Kim Kataguiri,Sim,2026-05-10
999002,178986,Nilto Tatto,Não,2026-05-10
999002,74084,Raimundo Santos,Abstenção,2026-05-10
999002,220543,Ricardo Ayres,Abstenção,2026-05-10
999002,204374,Bia Kicis,Não,2026-05-10
999002,220635,Bruno Ganem,Sim,2026-05-10
999002,141398,Carlos Zarattini,Sim,2026-05-10
999002,220599,Marcelo Crivella,Sim,2026-05-10
999002,150418,Márcio Marinho,Sim,2026-05-10
999002,220685,Paulo Litro,Sim,2026-05-10
999002,204528,Adriana Ventura,Sim,2026-05-10
999002,160600,Arthur Oliveira Maia,Não,2026-05-10
999002,160665,Augusto Coutinho,Abstenção,2026-05-10
999002,213762,Carla Dickson,Abstenção,2026-05-10
999002,220559,Julia Zanatta,Sim,2026-05-10
999002,141487,Luiz Fernando Faria,Não,2026-05-10
999002,156190,Marcel van Hattem,Não,2026-05-10
999002,233594,Rafael Fera,Sim,2026-05-10
999002,220626,Rafael Simoes,Abstenção,2026-05-10
999002,153423,Renilce Nicodemos,Não,2026-05-10
999002,220560,Thiago de Joaldo,Abstenção,2026-05-10
999002,220646,Felipe Becari,Abstenção,2026-05-10
999002,178873,Helder Salomão,Sim,2026-05-10
999002,178954,Lucio Mosquini,Abstenção,2026-05-10
999002,204455,Luiz Lima,Não,2026-05-10
999002,220693,Roberta Roma,Sim,2026-05-10
999002,204534,Tabata Amaral,Não,2026-05-10
999002,220684,Tião Medeiros,Não,2026-05-10
999002,178992,Vitor Lippi,Não,2026-05-10
999002,221148,Alfredinho,Sim,2026-05-10
999002,74090,Átila Lins,Não,2026-05-10
999002,74383,Giacobo,Abstenção,2026-05-10
999002,220658,Luiz Gastão,Sim,2026-05-10
999002,220604,Marcos Tavares,Não,2026-05-10
999002,220550,Mauricio Marcon,Abstenção,2026-05-10
999002,220617,Murillo Gouvea,Abstenção,2026-05-10
999002,165470,Rodrigo Valadares,Não,2026-05-10
999002,220598,Tarcísio Motta,Sim,2026-05-10
999002,160610,Valmir Assunção,Sim,2026-05-10
999002,137070,Vicentinho Júnior,Sim,2026-05-10
999002,91228,Waldemar Oliveira,Abstenção,2026-05-10
999002,220592,Zezinho Barbary,Abstenção,2026-05-10
999002,204501,Alencar Santana,Abstenção,2026-05-10
999002,220563,Icaro de Valmir,Abstenção,2026-05-10
999002,220585,Mersinho Lucena,Não,2026-05-10
999002,141518,Paulinho da Força,Abstenção,2026-05-10
999002,220631,Samuel Viana,Abstenção,2026-05-10
999002,104552,Socorro Neri,Sim,2026-05-10
999002,220538,Albuquerque,Abstenção,2026-05-10
999002,204358,Beto Pereira,Abstenção,2026-05-10
999002,74537,Claudio Cajado,Sim,2026-05-10
999002,220568,Gustavo Gayer,Abstenção,2026-05-10
999002,188097,Merlong Solano,Sim,2026-05-10
999002,160642,Pastor Eurico,Não,2026-05-10
999002,204570,Pastor Gil,Não,2026-05-10
999002,220695,Rogéria Santos,Abstenção,2026-05-10
999002,204517,Zé Vitor,Sim,2026-05-10
999002,136811,Afonso Hamm,Não,2026-05-10
999002,178975,Baleia Rossi,Sim,2026-05-10
999002,191923,Flávio Nogueira,Não,2026-05-10
999002,178966,Geovania de Sá,Abstenção,2026-05-10
999002,178857,Jorge Solla,Sim,2026-05-10
999002,204410,Luisa Canziani,Abstenção,2026-05-10
999002,204406,Pedro Westphalen,Abstenção,2026-05-10
999002,220613,Roberto Monteiro Pai,Sim,2026-05-10
999002,73579,Alberto Fraga,Não,2026-05-10
